row_index,country,gold,initial,final,cluster
779,iran,yes,yes,yes,3
780,iran,yes,yes,yes,2
781,iran,yes,yes,yes,2
782,iran,yes,yes,neutral,0
783,iran,yes,yes,yes,0
784,iran,yes,yes,neutral,0
785,greece,yes,yes,yes,2
786,greece,yes,yes,yes,2
787,greece,yes,yes,yes,1
788,greece,yes,yes,neutral,1
789,greece,yes,yes,yes,1
790,greece,yes,yes,yes,2
791,greece,yes,yes,yes,0
792,greece,yes,yes,neutral,1
793,greece,yes,yes,neutral,3
794,greece,yes,yes,neutral,1
795,greece,yes,yes,neutral,1
796,greece,yes,yes,yes,2
797,venezuela,yes,yes,yes,3
798,venezuela,yes,yes,yes,2
799,venezuela,yes,yes,yes,3
800,venezuela,yes,yes,neutral,1
801,venezuela,yes,yes,neutral,1
802,venezuela,yes,yes,yes,2
803,venezuela,yes,yes,yes,3
804,venezuela,yes,yes,yes,0
805,venezuela,yes,yes,yes,1
806,venezuela,yes,yes,neutral,0
807,venezuela,yes,yes,neutral,0
808,venezuela,yes,yes,neutral,1
809,saudi_arabia,yes,yes,yes,3
810,saudi_arabia,yes,yes,neutral,3
811,saudi_arabia,yes,yes,yes,3
812,saudi_arabia,yes,yes,neutral,3
813,saudi_arabia,yes,yes,neutral,1
814,saudi_arabia,yes,yes,neutral,0
815,saudi_arabia,yes,yes,yes,3
816,saudi_arabia,yes,yes,yes,1
817,saudi_arabia,yes,yes,yes,2
818,saudi_arabia,yes,yes,yes,1
819,saudi_arabia,yes,yes,neutral,3
820,saudi_arabia,yes,yes,neutral,3
821,saudi_arabia,yes,yes,yes,2
822,saudi_arabia,yes,yes,neutral,3
823,saudi_arabia,yes,yes,no,1
824,israel,yes,yes,yes,1
825,israel,yes,yes,neutral,3
826,israel,yes,yes,neutral,3
827,israel,yes,yes,neutral,0
828,israel,yes,yes,yes,3
829,israel,yes,yes,neutral,2
830,israel,yes,yes,neutral,3
831,israel,yes,yes,yes,0
832,israel,yes,yes,yes,3
833,israel,yes,yes,yes,3
834,israel,yes,yes,yes,2
835,israel,yes,yes,neutral,1
836,israel,yes,yes,neutral,1
837,hungary,yes,yes,neutral,3
838,hungary,yes,yes,neutral,1
839,hungary,no,yes,neutral,3
840,hungary,yes,yes,yes,2
841,hungary,yes,yes,neutral,1
842,hungary,yes,yes,yes,2
843,hungary,yes,yes,neutral,1
844,hungary,yes,yes,neutral,1
845,hungary,yes,yes,yes,0
846,hungary,yes,yes,neutral,3
847,hungary,yes,yes,neutral,3
848,hungary,yes,yes,neutral,1
849,samoa,yes,yes,yes,3
850,samoa,yes,yes,yes,0
851,samoa,yes,yes,yes,3
852,samoa,yes,yes,yes,3
853,samoa,yes,yes,neutral,3
854,samoa,yes,yes,yes,0
855,samoa,yes,yes,neutral,0
856,samoa,yes,yes,yes,3
857,samoa,yes,yes,neutral,0
858,samoa,yes,yes,neutral,0
859,samoa,yes,yes,neutral,0
860,samoa,yes,yes,neutral,1
861,türkiye,yes,yes,neutral,1
862,türkiye,yes,yes,yes,3
863,türkiye,yes,yes,yes,3
864,türkiye,yes,yes,yes,2
865,türkiye,yes,yes,yes,2
866,türkiye,yes,yes,yes,2
867,türkiye,yes,yes,yes,3
868,türkiye,yes,yes,yes,2
869,türkiye,yes,yes,yes,0
870,türkiye,yes,yes,yes,2
871,türkiye,yes,yes,yes,2
872,türkiye,yes,yes,yes,1
873,united_states_of_america,yes,yes,yes,1
874,united_states_of_america,yes,yes,neutral,2
875,united_states_of_america,no,yes,neutral,1
876,united_states_of_america,yes,yes,yes,3
877,united_states_of_america,yes,yes,yes,2
878,united_states_of_america,yes,yes,yes,3
879,united_states_of_america,yes,yes,neutral,0
880,united_states_of_america,yes,yes,yes,3
881,united_states_of_america,yes,yes,neutral,0
882,united_states_of_america,yes,yes,yes,1
883,united_states_of_america,yes,yes,yes,3
884,united_states_of_america,yes,yes,yes,1
885,united_states_of_america,yes,yes,yes,3
886,united_states_of_america,yes,yes,yes,3
887,united_states_of_america,yes,yes,neutral,2
888,cambodia,yes,yes,yes,3
889,cambodia,yes,yes,yes,3
890,cambodia,yes,yes,neutral,3
891,cambodia,yes,yes,yes,2
892,cambodia,yes,yes,yes,2
893,cambodia,yes,yes,yes,3
894,cambodia,yes,yes,yes,3
895,cambodia,yes,yes,neutral,3
896,cambodia,yes,yes,neutral,3
897,cambodia,yes,yes,neutral,3
898,cambodia,yes,yes,neutral,3
899,cambodia,yes,yes,yes,0
900,south_sudan,yes,yes,neutral,1
901,south_sudan,yes,yes,neutral,3
902,south_sudan,yes,yes,yes,1
903,south_sudan,yes,yes,yes,2
904,south_sudan,yes,yes,yes,0
905,south_sudan,yes,yes,yes,1
906,south_sudan,yes,yes,neutral,1
907,south_sudan,yes,yes,yes,2
908,south_sudan,yes,yes,yes,1
909,egypt,no,yes,neutral,3
910,egypt,no,no,neutral,3
911,egypt,no,yes,no,1
912,egypt,no,yes,neutral,0
913,egypt,no,yes,no,2
914,egypt,no,yes,no,2
915,egypt,no,no,neutral,1
916,egypt,no,yes,neutral,3
917,egypt,no,no,neutral,3
918,egypt,no,yes,neutral,0
919,egypt,no,yes,no,3
920,egypt,no,yes,neutral,3
921,lebanon,no,yes,neutral,3
922,lebanon,no,yes,no,3
923,lebanon,no,yes,no,1
924,lebanon,no,yes,no,3
925,lebanon,no,yes,neutral,1
926,lebanon,no,yes,neutral,1
927,lebanon,no,yes,neutral,1
928,lebanon,no,yes,neutral,3
929,lebanon,no,yes,no,1
930,zimbabwe,no,yes,no,0
931,zimbabwe,no,yes,neutral,3
932,zimbabwe,no,yes,neutral,1
933,zimbabwe,no,no,neutral,3
934,zimbabwe,no,yes,no,3
935,zimbabwe,no,yes,neutral,0
936,zimbabwe,no,yes,neutral,1
937,zimbabwe,no,yes,neutral,2
938,zimbabwe,no,yes,neutral,1
939,zimbabwe,no,yes,neutral,0
940,zimbabwe,no,yes,no,3
941,zimbabwe,no,yes,neutral,0
942,philippines,no,yes,no,2
943,philippines,no,no,neutral,1
944,philippines,no,yes,neutral,0
945,philippines,no,yes,neutral,1
946,philippines,no,yes,neutral,0
947,philippines,no,yes,neutral,3
948,philippines,no,yes,neutral,1
949,philippines,no,yes,neutral,0
950,philippines,no,yes,neutral,2
951,philippines,no,yes,no,1
952,philippines,no,yes,no,2
953,philippines,no,no,neutral,1
954,sudan,no,yes,neutral,3
955,sudan,no,yes,neutral,1
956,sudan,no,yes,no,2
957,sudan,no,yes,neutral,2
958,sudan,no,yes,no,0
959,sudan,no,yes,neutral,1
960,sudan,no,yes,neutral,1
961,sudan,no,yes,neutral,1
962,sudan,no,yes,no,1
963,sudan,no,yes,no,1
964,sudan,no,yes,no,1
965,sudan,no,no,neutral,1
966,sudan,no,yes,neutral,0
967,sudan,no,yes,neutral,0
968,sudan,no,yes,neutral,0
969,spain,no,yes,neutral,1
970,spain,no,yes,neutral,1
971,spain,no,yes,neutral,0
972,spain,no,no,neutral,2
973,spain,no,no,neutral,1
974,spain,no,no,neutral,1
975,spain,no,yes,no,0
976,spain,no,yes,no,0
977,spain,no,yes,no,2
978,spain,no,yes,neutral,3
979,spain,no,no,neutral,1
980,spain,no,yes,neutral,1
981,tonga,no,yes,neutral,1
982,tonga,no,yes,neutral,1
983,tonga,yes,yes,neutral,0
984,tonga,no,yes,neutral,0
985,tonga,no,yes,neutral,1
986,tonga,no,yes,no,0
987,tonga,no,yes,neutral,0
988,tonga,no,yes,neutral,0
989,tonga,no,no,neutral,1
990,tonga,no,yes,neutral,1
991,tonga,no,yes,no,2
992,tonga,yes,yes,neutral,0
993,hong_kong,no,yes,no,2
994,hong_kong,no,yes,neutral,3
995,hong_kong,no,no,no,1
996,hong_kong,no,yes,no,0
997,hong_kong,no,yes,neutral,1
998,hong_kong,no,yes,neutral,1
999,hong_kong,no,yes,neutral,0
1000,hong_kong,yes,yes,neutral,0
1001,hong_kong,no,yes,neutral,3
1002,hong_kong,no,no,no,2
1003,hong_kong,no,yes,neutral,2
1004,hong_kong,no,yes,neutral,0
1005,colombia,no,yes,neutral,0
1006,colombia,no,yes,neutral,2
1007,colombia,no,yes,neutral,1
1008,colombia,no,yes,no,2
1009,colombia,no,no,neutral,1
1010,colombia,no,no,neutral,1
1011,colombia,no,yes,neutral,1
1012,colombia,no,no,neutral,1
1013,colombia,no,yes,neutral,1
1014,vietnam,no,yes,no,2
1015,vietnam,no,yes,neutral,1
1016,vietnam,no,no,no,2
1017,vietnam,no,no,neutral,0
1018,vietnam,no,no,neutral,2
1019,vietnam,no,yes,neutral,0
1020,vietnam,no,yes,neutral,1
1021,vietnam,no,yes,neutral,0
1022,vietnam,no,yes,neutral,3
1023,vietnam,no,yes,neutral,0
1024,vietnam,no,yes,neutral,0
1025,vietnam,yes,yes,neutral,3
1026,north_macedonia,no,yes,no,1
1027,north_macedonia,no,no,neutral,1
1028,north_macedonia,no,yes,no,1
1029,north_macedonia,no,yes,no,1
1030,north_macedonia,no,yes,neutral,1
1031,north_macedonia,no,yes,no,1
1032,north_macedonia,no,yes,no,1
1033,north_macedonia,no,yes,neutral,1
1034,north_macedonia,no,no,no,0
1035,north_macedonia,no,yes,no,3
1036,north_macedonia,no,yes,neutral,0
1037,north_macedonia,no,yes,neutral,1
1038,italy,no,yes,neutral,1
1039,italy,no,yes,no,2
1040,italy,no,no,neutral,2
1041,italy,no,yes,neutral,1
1042,italy,no,no,neutral,0
1043,italy,no,yes,neutral,1
1044,italy,no,yes,neutral,3
1045,italy,no,yes,neutral,0
1046,italy,no,yes,neutral,1
1047,italy,no,yes,neutral,0
1048,italy,no,yes,neutral,0
1049,canada,no,yes,neutral,1
1050,canada,no,yes,neutral,1
1051,canada,no,yes,neutral,1
1052,canada,no,yes,neutral,3
1053,canada,no,yes,neutral,0
1054,canada,no,no,neutral,1
1055,canada,no,yes,neutral,3
1056,canada,no,no,neutral,1
1057,canada,no,yes,neutral,1
1058,canada,no,no,neutral,1
1059,canada,no,yes,neutral,0
1060,canada,no,yes,neutral,0
1061,iraq,no,yes,no,1
1062,iraq,no,no,no,0
1063,iraq,no,yes,no,2
1064,iraq,no,yes,neutral,2
1065,iraq,no,yes,neutral,1
1066,iraq,no,yes,neutral,0
1067,iraq,no,yes,neutral,2
1068,iraq,no,no,neutral,1
1069,iraq,no,no,neutral,1
1070,iraq,no,yes,neutral,1
1071,iraq,no,yes,neutral,0
1072,iraq,no,yes,no,1
1073,united_kingdom,no,yes,neutral,3
1074,united_kingdom,no,yes,neutral,1
1075,united_kingdom,no,yes,neutral,2
1076,united_kingdom,no,yes,neutral,1
1077,united_kingdom,no,yes,neutral,1
1078,united_kingdom,no,yes,neutral,2
1079,united_kingdom,no,yes,neutral,1
1080,united_kingdom,no,no,neutral,0
1081,united_kingdom,yes,yes,no,0
1082,singapore,no,yes,neutral,2
1083,singapore,no,yes,no,2
1084,singapore,no,no,neutral,2
1085,singapore,no,yes,neutral,1
1086,singapore,no,no,no,2
1087,singapore,no,no,neutral,2
1088,singapore,no,yes,neutral,0
1089,singapore,no,no,neutral,0
1090,singapore,no,no,neutral,1
1091,singapore,no,yes,neutral,1
1092,singapore,no,yes,neutral,1
1093,singapore,no,yes,neutral,3
1094,timor-leste,no,no,neutral,0
1095,timor-leste,no,no,neutral,0
1096,timor-leste,no,yes,neutral,1
1097,timor-leste,yes,yes,neutral,1
1098,timor-leste,no,yes,no,3
1099,timor-leste,no,yes,neutral,0
1100,timor-leste,no,yes,no,1
1101,timor-leste,no,yes,neutral,3
1102,timor-leste,no,yes,no,1
1103,timor-leste,no,yes,neutral,2
1104,timor-leste,no,yes,no,3
1105,timor-leste,no,yes,no,1
1106,poland,no,no,neutral,0
1107,poland,yes,yes,yes,1
1108,poland,no,yes,neutral,2
1109,poland,no,yes,neutral,3
1110,poland,no,no,neutral,3
1111,poland,no,yes,neutral,1
1112,poland,no,yes,neutral,2
1113,poland,no,yes,neutral,1
1114,poland,no,no,neutral,1
1115,poland,no,yes,neutral,1
1116,poland,no,yes,neutral,1
1117,poland,no,no,neutral,1
1118,pakistan,no,yes,neutral,3
1119,pakistan,no,no,neutral,1
1120,pakistan,no,yes,neutral,1
1121,pakistan,no,yes,neutral,1
1122,pakistan,no,yes,neutral,1
1123,pakistan,no,yes,neutral,0
1124,pakistan,yes,yes,neutral,0
1125,pakistan,no,no,no,1
1126,pakistan,yes,yes,neutral,0
1127,pakistan,no,yes,neutral,1
1128,pakistan,no,yes,neutral,1
1129,pakistan,no,yes,neutral,1
1130,mexico,no,no,neutral,0
1131,mexico,no,yes,neutral,0
1132,mexico,no,yes,neutral,0
1133,mexico,no,no,neutral,0
1134,mexico,no,yes,neutral,0
1135,mexico,no,yes,neutral,1
1136,mexico,no,yes,neutral,0
1137,mexico,no,yes,neutral,0
1138,mexico,no,yes,neutral,1
1139,mexico,no,yes,neutral,0
1140,mexico,no,yes,neutral,0
1141,mexico,no,yes,no,0
1142,argentina,no,yes,neutral,0
1143,argentina,no,yes,neutral,3
1144,argentina,no,yes,neutral,0
1145,argentina,no,yes,neutral,0
1146,argentina,no,yes,no,0
1147,argentina,no,yes,no,1
1148,argentina,no,yes,neutral,1
1149,argentina,no,yes,neutral,3
1150,argentina,no,yes,neutral,1
1151,argentina,yes,yes,yes,0
1152,argentina,no,no,neutral,3
1153,argentina,no,yes,no,2
1154,taiwan,no,yes,neutral,0
1155,taiwan,no,no,neutral,2
1156,taiwan,no,yes,neutral,3
1157,taiwan,no,no,neutral,1
1158,taiwan,no,no,neutral,1
1159,taiwan,no,yes,no,1
1160,taiwan,no,yes,neutral,3
1161,taiwan,no,yes,neutral,2
1162,taiwan,no,yes,no,0
1163,taiwan,no,yes,neutral,2
1164,taiwan,no,yes,neutral,0
1165,somalia,no,yes,neutral,1
1166,somalia,no,yes,no,0
1167,somalia,no,yes,no,1
1168,somalia,no,yes,neutral,3
1169,somalia,no,yes,neutral,0
1170,somalia,no,no,neutral,0
1171,somalia,no,yes,no,1
1172,somalia,no,yes,no,1
1173,somalia,no,yes,neutral,3
1174,somalia,no,yes,no,1
1175,somalia,no,yes,neutral,0
1176,somalia,no,no,no,1
1177,somalia,no,yes,neutral,0
1178,somalia,no,yes,no,0
1179,somalia,no,yes,neutral,0
1180,serbia,no,yes,neutral,1
1181,serbia,no,yes,neutral,1
1182,serbia,no,yes,neutral,3
1183,serbia,no,no,neutral,1
1184,serbia,no,no,neutral,1
1185,serbia,no,yes,no,1
1186,serbia,no,yes,neutral,2
1187,serbia,no,yes,neutral,0
1188,serbia,no,no,neutral,1
1189,serbia,no,yes,neutral,1
1190,serbia,no,yes,no,0
1191,serbia,no,yes,neutral,2
1192,sweden,no,yes,no,3
1193,sweden,no,yes,neutral,0
1194,sweden,no,yes,neutral,3
1195,sweden,no,yes,neutral,0
1196,sweden,no,yes,neutral,2
1197,sweden,no,yes,yes,3
1198,sweden,no,yes,neutral,1
1199,sweden,no,yes,no,0
1200,sweden,no,yes,neutral,1
1201,sweden,no,yes,neutral,1
1202,sweden,yes,yes,yes,2
1203,sweden,no,yes,yes,0
1204,south_korea,no,yes,no,0
1205,south_korea,no,no,no,0
1206,south_korea,no,yes,no,3
1207,south_korea,no,yes,neutral,1
1208,south_korea,no,yes,neutral,2
1209,south_korea,no,yes,neutral,0
1210,south_korea,no,yes,neutral,2
1211,south_korea,no,yes,neutral,1
1212,south_korea,no,yes,no,1
1213,myanmar,no,yes,no,1
1214,myanmar,no,yes,no,2
1215,myanmar,no,yes,no,1
1216,myanmar,no,yes,no,0
1217,myanmar,no,no,neutral,3
1218,myanmar,no,yes,neutral,3
1219,myanmar,no,yes,neutral,1
1220,myanmar,no,yes,no,3
1221,myanmar,no,no,no,1
1222,myanmar,no,yes,neutral,0
1223,myanmar,no,yes,neutral,0
1224,myanmar,no,yes,no,1
1225,myanmar,no,yes,no,0
1226,myanmar,no,yes,neutral,2
1227,myanmar,no,yes,no,0
1228,malta,no,yes,no,0
1229,malta,no,yes,neutral,1
1230,malta,no,yes,neutral,2
1231,malta,no,no,neutral,1
1232,malta,no,no,neutral,1
1233,malta,no,no,neutral,1
1234,malta,no,yes,neutral,1
1235,malta,no,yes,neutral,3
1236,malta,no,yes,neutral,1
1237,malta,no,yes,neutral,1
1238,malta,no,no,no,0
1239,malta,no,yes,no,1
1240,china,no,yes,no,0
1241,china,no,yes,neutral,2
1242,china,no,no,no,0
1243,china,no,no,neutral,3
1244,china,no,no,neutral,1
1245,china,no,no,no,0
1246,china,no,yes,neutral,3
1247,china,yes,yes,yes,0
1248,china,no,yes,neutral,1
1249,china,no,yes,no,2
1250,china,no,yes,neutral,2
1251,china,no,yes,no,2
1252,germany,no,yes,neutral,2
1253,germany,no,yes,neutral,2
1254,germany,no,yes,neutral,1
1255,germany,no,yes,neutral,1
1256,germany,no,yes,neutral,3
1257,germany,no,yes,no,1
1258,germany,no,yes,neutral,1
1259,germany,no,yes,neutral,1
1260,germany,no,yes,neutral,2
1261,germany,no,yes,neutral,0
1262,germany,no,yes,neutral,2
1263,germany,no,yes,no,0
1264,germany,no,yes,neutral,3
1265,germany,yes,yes,neutral,0
1266,germany,no,yes,neutral,3
1267,ukraine,no,yes,neutral,1
1268,ukraine,no,no,neutral,3
1269,ukraine,no,yes,neutral,1
1270,ukraine,no,yes,neutral,3
1271,ukraine,no,yes,neutral,2
1272,ukraine,no,yes,neutral,3
1273,ukraine,no,yes,neutral,1
1274,ukraine,no,yes,neutral,1
1275,ukraine,no,yes,neutral,0
1276,ukraine,no,no,neutral,3
1277,ukraine,no,yes,no,1
1278,ukraine,no,yes,neutral,3
1279,ukraine,no,yes,neutral,1
1280,ukraine,no,yes,no,1
1281,ukraine,no,yes,no,2
1282,romania,no,yes,neutral,0
1283,romania,no,yes,no,1
1284,romania,no,no,no,1
1285,romania,no,no,neutral,0
1286,romania,yes,yes,no,2
1287,romania,no,no,neutral,1
1288,romania,no,yes,neutral,0
1289,romania,no,yes,neutral,2
1290,romania,no,yes,neutral,0
1291,romania,no,yes,no,3
1292,romania,no,no,no,0
1293,romania,no,yes,neutral,3
1294,russia,no,yes,neutral,0
1295,russia,no,yes,neutral,3
1296,russia,no,yes,no,3
1297,russia,no,yes,neutral,3
1298,russia,no,no,neutral,1
1299,russia,no,yes,neutral,0
1300,russia,no,yes,no,2
1301,russia,no,yes,no,0
1302,russia,no,yes,no,0
1303,russia,no,yes,no,0
1304,nepal,no,yes,neutral,3
1305,nepal,no,yes,no,0
1306,nepal,no,no,no,1
1307,nepal,no,yes,neutral,0
1308,nepal,no,yes,neutral,2
1309,nepal,no,yes,neutral,0
1310,nepal,no,yes,no,0
1311,nepal,no,yes,neutral,0
1312,nepal,no,yes,neutral,3
1313,nepal,no,yes,neutral,3
1314,nepal,no,yes,no,1
1315,nepal,no,yes,no,3
1316,bangladesh,no,no,no,1
1317,bangladesh,no,no,no,3
1318,bangladesh,no,no,no,0
1319,bangladesh,no,yes,yes,0
1320,bangladesh,no,no,no,2
1321,bangladesh,no,yes,neutral,3
1322,bangladesh,no,no,neutral,0
1323,bangladesh,no,no,neutral,2
1324,bangladesh,yes,yes,neutral,3
1325,bangladesh,no,yes,no,1
1326,bangladesh,no,yes,no,2
1327,bangladesh,no,no,neutral,2
1328,portugal,no,yes,no,2
1329,portugal,no,yes,neutral,1
1330,portugal,no,yes,no,3
1331,portugal,no,yes,yes,3
1332,portugal,no,yes,no,0
1333,portugal,no,yes,neutral,2
1334,portugal,no,yes,neutral,1
1335,portugal,no,yes,neutral,3
1336,portugal,no,yes,no,2
1337,portugal,no,no,neutral,1
1338,portugal,yes,yes,yes,0
1339,portugal,no,yes,neutral,3
1340,thailand,no,yes,neutral,2
1341,thailand,no,no,neutral,1
1342,thailand,no,yes,neutral,1
1343,thailand,no,yes,neutral,3
1344,thailand,no,yes,neutral,0
1345,thailand,no,yes,neutral,1
1346,thailand,no,no,neutral,3
1347,thailand,no,yes,neutral,1
1348,thailand,no,yes,no,2
1349,thailand,no,yes,neutral,1
1350,thailand,no,yes,no,2
1351,france,no,yes,neutral,1
1352,france,no,no,neutral,1
1353,france,no,no,neutral,1
1354,france,no,yes,neutral,2
1355,france,no,yes,no,1
1356,france,no,yes,no,0
1357,france,no,yes,no,2
1358,france,no,yes,neutral,0
1359,france,no,yes,neutral,0
1360,france,no,yes,neutral,0
1361,france,no,yes,neutral,0
1362,france,no,yes,no,0
1363,ireland,no,yes,neutral,1
1364,ireland,no,yes,neutral,0
1365,ireland,no,yes,neutral,1
1366,ireland,no,yes,neutral,0
1367,ireland,no,yes,neutral,0
1368,ireland,no,yes,neutral,0
1369,ireland,no,yes,neutral,1
1370,ireland,no,yes,neutral,1
1371,ireland,no,yes,no,0
1372,ireland,no,yes,neutral,3
1373,ireland,no,yes,neutral,0
1374,ireland,no,yes,neutral,3
1375,ireland,no,yes,neutral,1
1376,ireland,no,yes,neutral,1
1377,ireland,no,yes,neutral,1
1378,croatia,no,yes,neutral,1
1379,croatia,no,yes,neutral,0
1380,croatia,no,no,neutral,2
1381,croatia,no,yes,no,3
1382,croatia,no,no,neutral,1
1383,croatia,no,yes,no,1
1384,croatia,no,yes,neutral,0
1385,croatia,no,yes,neutral,3
1386,croatia,no,yes,neutral,0
1387,croatia,no,yes,neutral,3
1388,croatia,no,yes,neutral,1
1389,croatia,no,yes,neutral,0
1390,mauritius,no,no,no,1
1391,mauritius,no,yes,no,1
1392,mauritius,no,yes,neutral,1
1393,mauritius,no,yes,neutral,0
1394,mauritius,no,yes,neutral,3
1395,mauritius,no,yes,neutral,1
1396,mauritius,no,yes,no,0
1397,mauritius,no,yes,no,1
1398,mauritius,no,yes,neutral,1
1399,mauritius,yes,yes,neutral,1
1400,mauritius,no,yes,no,1
1401,mauritius,yes,yes,yes,3
1402,fiji,no,yes,neutral,1
1403,fiji,no,yes,neutral,1
1404,fiji,no,yes,neutral,1
1405,fiji,no,yes,neutral,3
1406,fiji,no,yes,no,2
1407,fiji,no,yes,neutral,0
1408,fiji,no,no,neutral,1
1409,fiji,no,yes,neutral,3
1410,fiji,no,no,neutral,1
1411,austria,no,yes,neutral,0
1412,austria,no,yes,neutral,0
1413,austria,no,yes,neutral,1
1414,austria,no,yes,neutral,0
1415,austria,no,no,neutral,2
1416,austria,no,yes,neutral,0
1417,austria,no,yes,no,1
1418,austria,no,yes,neutral,0
1419,austria,no,yes,neutral,1
1420,austria,no,yes,neutral,2
1421,austria,no,yes,neutral,1
1422,brazil,yes,yes,neutral,3
1423,brazil,yes,no,neutral,1
1424,brazil,yes,yes,neutral,1
1425,brazil,no,no,neutral,0
1426,brazil,no,yes,neutral,3
1427,brazil,no,no,neutral,2
1428,brazil,no,no,neutral,3
1429,brazil,no,yes,neutral,0
1430,brazil,no,yes,no,0
1431,brazil,no,yes,neutral,0
1432,brazil,no,no,neutral,3
1433,brazil,no,yes,neutral,0
1434,south_africa,no,yes,neutral,3
1435,south_africa,no,yes,neutral,3
1436,south_africa,no,yes,no,3
1437,south_africa,no,yes,neutral,0
1438,south_africa,no,yes,no,1
1439,south_africa,no,yes,neutral,0
1440,south_africa,no,yes,neutral,1
1441,south_africa,no,yes,neutral,1
1442,south_africa,no,yes,neutral,2
1443,south_africa,no,yes,neutral,1
1444,south_africa,no,yes,neutral,0
1445,south_africa,no,yes,neutral,3
1446,chile,no,yes,neutral,3
1447,chile,no,yes,neutral,3
1448,chile,no,yes,neutral,1
1449,chile,no,yes,no,1
1450,chile,no,yes,neutral,0
1451,chile,yes,yes,neutral,1
1452,chile,no,yes,neutral,0
1453,chile,no,yes,neutral,3
1454,chile,no,yes,no,3
1455,chile,no,yes,neutral,1
1456,chile,no,yes,neutral,1
1457,chile,no,yes,no,1
1458,papua_new_guinea,no,yes,neutral,3
1459,papua_new_guinea,no,yes,neutral,1
1460,papua_new_guinea,no,yes,neutral,3
1461,papua_new_guinea,no,yes,neutral,1
1462,papua_new_guinea,no,no,neutral,1
1463,papua_new_guinea,no,yes,neutral,0
1464,papua_new_guinea,no,yes,neutral,1
1465,papua_new_guinea,no,yes,neutral,1
1466,papua_new_guinea,no,yes,neutral,1
1467,papua_new_guinea,no,no,neutral,1
1468,papua_new_guinea,yes,yes,yes,0
1469,papua_new_guinea,no,yes,yes,1
1470,afghanistan,no,yes,no,2
1471,afghanistan,no,yes,neutral,3
1472,afghanistan,no,yes,neutral,0
1473,afghanistan,no,yes,neutral,1
1474,afghanistan,no,yes,neutral,1
1475,afghanistan,no,yes,neutral,1
1476,afghanistan,no,yes,neutral,3
1477,afghanistan,no,yes,no,2
1478,afghanistan,no,yes,neutral,1
1479,afghanistan,no,yes,no,0
1480,afghanistan,no,yes,neutral,2
1481,afghanistan,no,yes,neutral,1
1482,afghanistan,yes,yes,yes,2
1483,afghanistan,yes,yes,neutral,0
1484,afghanistan,no,yes,neutral,2
1485,japan,no,yes,neutral,3
1486,japan,no,yes,neutral,3
1487,japan,no,yes,neutral,3
1488,japan,no,yes,no,0
1489,japan,no,yes,neutral,3
1490,japan,no,yes,no,2
1491,japan,no,yes,no,3
1492,japan,no,yes,neutral,1
1493,japan,no,yes,neutral,0
1494,japan,no,yes,no,2
1495,japan,no,yes,no,0
1496,japan,no,yes,neutral,0
1497,australia,no,yes,neutral,0
1498,australia,no,yes,neutral,0
1499,australia,no,yes,neutral,0
1500,australia,no,yes,neutral,0
1501,australia,no,yes,neutral,1
1502,australia,no,yes,neutral,2
1503,australia,no,yes,neutral,0
1504,australia,no,no,no,1
1505,netherlands,no,no,neutral,0
1506,netherlands,no,yes,neutral,0
1507,netherlands,no,yes,neutral,1
1508,netherlands,no,yes,neutral,1
1509,netherlands,no,yes,neutral,3
1510,netherlands,no,yes,neutral,1
1511,netherlands,no,yes,neutral,0
1512,netherlands,no,yes,neutral,3
1513,netherlands,no,yes,no,1
1514,netherlands,yes,yes,yes,0
1515,netherlands,no,yes,neutral,0
1516,netherlands,no,no,neutral,1
1517,sri_lanka,no,no,neutral,3
1518,sri_lanka,no,no,no,3
1519,sri_lanka,no,no,neutral,1
1520,sri_lanka,no,yes,neutral,1
1521,sri_lanka,no,no,neutral,1
1522,sri_lanka,no,yes,no,1
1523,sri_lanka,no,yes,neutral,0
1524,sri_lanka,no,no,neutral,0
1525,sri_lanka,no,no,neutral,0
1526,sri_lanka,no,no,no,2
1527,sri_lanka,no,yes,neutral,3
1528,sri_lanka,no,yes,no,3
1529,indonesia,no,yes,no,3
1530,indonesia,no,yes,neutral,3
1531,indonesia,no,yes,neutral,3
1532,indonesia,no,yes,neutral,1
1533,indonesia,no,yes,neutral,2
1534,indonesia,no,yes,neutral,0
1535,indonesia,no,yes,neutral,0
1536,indonesia,no,yes,no,3
1537,indonesia,no,yes,no,0
1538,malaysia,no,yes,neutral,1
1539,malaysia,no,yes,no,3
1540,malaysia,no,yes,no,3
1541,malaysia,no,yes,neutral,1
1542,malaysia,no,no,neutral,1
1543,malaysia,no,yes,no,1
1544,malaysia,no,no,neutral,0
1545,malaysia,no,no,neutral,3
1546,malaysia,no,yes,neutral,2
1547,malaysia,no,yes,neutral,0
1548,malaysia,no,yes,neutral,3
1549,malaysia,no,yes,neutral,0
1550,ethiopia,yes,yes,neutral,1
1551,ethiopia,no,yes,neutral,0
1552,ethiopia,no,yes,neutral,2
1553,ethiopia,no,yes,neutral,3
1554,ethiopia,no,yes,neutral,0
1555,ethiopia,no,yes,neutral,2
1556,ethiopia,no,no,neutral,1
1557,ethiopia,no,yes,neutral,0
1558,ethiopia,no,yes,neutral,0
1559,ethiopia,no,no,neutral,1
1560,ethiopia,no,yes,neutral,1
1561,ethiopia,no,yes,neutral,1
1562,ethiopia,no,yes,no,1
1563,ethiopia,no,yes,neutral,1
1564,ethiopia,no,yes,no,2
